ID Elector,Nombre Completo,DNI,Provincia,Distrito,Edad,Sexo,Mesa de Votación,Dirección
294,Lucía Chávez Ccopa,51781123,Quispicanchi,Urcos,18,M,6,Av. Libertad 838
295,José Ccopa Yupanqui,95379750,Cusco,San Jerónimo,60,F,27,Av. Libertad 322
296,Carmen Flores Ccopa,92613387,Paucartambo,Kosñipata,56,F,12,Calle Principal 286
297,María Huamán Quispe,55489445,Paucartambo,Colquepata,43,F,22,Pasaje Inca 558
298,Miguel Yupanqui Condori,24424827,Urubamba,Machu Picchu,60,F,42,Jr. Los Héroes 446
299,Miguel Condori Pérez,51432373,Urubamba,Urubamba,79,F,8,Pasaje Inca 151
300,Miguel Mamani Mamani,49347106,Canchis,Checacupe,71,F,19,Urbanización Sol 175
301,Juan Yupanqui Quispe,92899587,Calca,Lamay,41,M,5,Jr. Los Héroes 341
302,María Ccopa Flores,69990264,Paucartambo,Colquepata,85,M,26,Av. Libertad 410
303,Ana Quispe Flores,24628734,Canchis,Checacupe,74,M,24,Pasaje Inca 360
304,María Chávez Yupanqui,93532953,La Convención,Quillabamba,31,M,10,Urbanización Sol 834
305,Luis Yupanqui Mamani,10181150,Calca,Calca,26,F,16,Pasaje Inca 391
306,Luis Huamán Mamani,69001364,Canchis,Sicuani,42,M,7,Pasaje Inca 54
307,Carmen Flores Condori,61341168,Calca,Lamay,38,F,30,Urbanización Sol 116
308,Pedro Apaza Ccopa,92851022,Cusco,San Jerónimo,33,M,33,Pasaje Inca 974
309,Ana Huamán Huamán,63990620,La Convención,Echarate,85,M,5,Pasaje Inca 123
310,Lucía Apaza Apaza,34120365,Quispicanchi,Oropesa,69,F,27,Urbanización Sol 318
311,Ana Apaza Yupanqui,25569662,Quispicanchi,Andahuaylillas,70,F,50,Calle Principal 516
312,Miguel Quispe Chávez,70206767,Canchis,San Pablo,40,M,42,Pasaje Inca 487
313,Carmen Yupanqui Huamán,76870364,Canchis,Sicuani,30,F,30,Jr. Los Héroes 554
314,Luis Condori Chávez,27446024,Cusco,Wanchaq,20,F,38,Av. Libertad 982
315,María Apaza Quispe,89117322,La Convención,Echarate,20,F,6,Calle Principal 961
316,Rosa Mamani Huamán,46696442,Paucartambo,Colquepata,71,M,17,Urbanización Sol 764
317,Rosa Pérez Yupanqui,48236005,Calca,Lamay,73,F,19,Pasaje Inca 600
318,Luis Flores Pérez,43076546,Urubamba,Ollantaytambo,62,M,30,Calle Principal 327
319,José Condori Huamán,67275973,Canchis,Sicuani,25,M,22,Urbanización Sol 276
320,Miguel Yupanqui Quispe,93141698,Quispicanchi,Andahuaylillas,42,F,42,Av. Libertad 604
321,Lucía Quispe Huamán,88326222,La Convención,Quillabamba,28,M,40,Jr. Los Héroes 400
322,Ana Pérez Condori,75557851,Paucartambo,Kosñipata,70,M,2,Av. Libertad 764
323,Luis Yupanqui Quispe,44534511,Quispicanchi,Urcos,47,F,45,Av. Libertad 205
324,Luis Huamán Yupanqui,44557517,Cusco,Wanchaq,79,F,34,Av. Libertad 389
325,Ana Mamani Condori,37628869,Calca,Pisac,68,F,1,Calle Principal 349
326,Carmen Ccopa Chávez,58852221,Quispicanchi,Urcos,28,F,35,Jr. Los Héroes 721
327,Miguel Ccopa Yupanqui,37332543,Calca,Calca,44,F,48,Pasaje Inca 697
328,Carmen Chávez Pérez,31880864,Cusco,Santiago,80,F,11,Av. Libertad 246
329,Juan Condori Apaza,95184348,Paucartambo,Paucartambo,66,F,18,Urbanización Sol 781
330,Carmen Chávez Pérez,64793381,La Convención,Quillabamba,18,M,8,Jr. Los Héroes 271
331,Lucía Apaza Yupanqui,56361518,Calca,Calca,18,F,6,Av. Libertad 897
332,Rosa Yupanqui Quispe,23090881,Urubamba,Urubamba,59,F,13,Urbanización Sol 708
333,José Condori Mamani,56013730,Urubamba,Ollantaytambo,75,F,19,Calle Principal 751
334,María Flores Ccopa,70025076,Urubamba,Machu Picchu,34,M,43,Pasaje Inca 856
335,Rosa Chávez Yupanqui,84135561,La Convención,Quillabamba,77,M,23,Calle Principal 715
336,Juan Flores Apaza,70004433,La Convención,Santa Teresa,79,M,33,Jr. Los Héroes 626
337,Juan Condori Chávez,87855968,Urubamba,Urubamba,41,M,40,Jr. Los Héroes 404
338,María Chávez Huamán,72632194,Calca,Calca,29,F,23,Calle Principal 162
339,José Yupanqui Apaza,38054902,Urubamba,Ollantaytambo,27,F,3,Calle Principal 634
340,Carmen Chávez Pérez,84255221,Calca,Pisac,82,F,14,Jr. Los Héroes 244
341,Juan Condori Pérez,17656993,Calca,Calca,43,M,6,Pasaje Inca 441
342,Rosa Quispe Huamán,25669974,Quispicanchi,Urcos,32,F,8,Av. Libertad 567
343,José Condori Condori,43117987,Canchis,San Pablo,70,F,40,Jr. Los Héroes 826
344,Luis Flores Huamán,99564800,Canchis,San Pablo,70,F,43,Calle Principal 518
345,Rosa Apaza Flores,30579549,Urubamba,Urubamba,47,F,22,Jr. Los Héroes 295
346,Carmen Flores Condori,69556610,La Convención,Echarate,56,M,34,Av. Libertad 898
347,Rosa Pérez Pérez,14989268,Canchis,Checacupe,77,F,35,Av. Libertad 959
348,José Quispe Ccopa,15941586,Calca,Lamay,27,F,25,Av. Libertad 4
349,Pedro Flores Ccopa,56575555,Quispicanchi,Oropesa,81,F,47,Av. Libertad 887
350,Luis Quispe Apaza,36062107,Urubamba,Urubamba,59,F,17,Av. Libertad 233
351,Pedro Chávez Flores,53798208,Quispicanchi,Andahuaylillas,23,M,2,Jr. Los Héroes 294
352,Pedro Pérez Condori,94303901,La Convención,Quillabamba,45,F,17,Calle Principal 393
353,Miguel Huamán Chávez,42213454,Quispicanchi,Oropesa,65,M,25,Jr. Los Héroes 575
354,Lucía Huamán Huamán,58197524,Calca,Lamay,74,F,28,Urbanización Sol 402
355,María Pérez Condori,86322019,La Convención,Quillabamba,26,M,9,Av. Libertad 501
356,Juan Pérez Pérez,58382971,Quispicanchi,Andahuaylillas,20,F,18,Calle Principal 104
357,Ana Huamán Pérez,29020623,Canchis,Checacupe,53,F,29,Urbanización Sol 589
358,Miguel Quispe Condori,84848583,Quispicanchi,Oropesa,63,F,32,Av. Libertad 920
359,Ana Huamán Pérez,70124266,Cusco,San Sebastián,71,F,34,Av. Libertad 752
360,María Condori Quispe,96501550,Quispicanchi,Urcos,30,M,29,Av. Libertad 796
361,Lucía Condori Chávez,32284770,Quispicanchi,Urcos,83,F,43,Calle Principal 195
362,Pedro Quispe Apaza,10650628,Urubamba,Ollantaytambo,53,M,1,Av. Libertad 808
363,José Yupanqui Mamani,28755907,Calca,Lamay,26,M,6,Av. Libertad 758
364,María Yupanqui Quispe,83071306,Canchis,Sicuani,66,F,21,Calle Principal 740
365,Lucía Condori Chávez,12052293,Canchis,Sicuani,41,F,37,Pasaje Inca 468
366,Juan Ccopa Mamani,28483533,Cusco,San Jerónimo,80,M,32,Calle Principal 247
367,Luis Huamán Condori,68994642,Cusco,Wanchaq,57,F,25,Jr. Los Héroes 703
368,Carmen Flores Mamani,90912571,Urubamba,Ollantaytambo,56,F,15,Jr. Los Héroes 413
369,Lucía Yupanqui Apaza,21208888,Calca,Lamay,61,M,3,Av. Libertad 186
370,José Quispe Mamani,42216459,Urubamba,Urubamba,23,M,44,Calle Principal 983
371,Pedro Pérez Mamani,92070212,Paucartambo,Paucartambo,74,M,18,Av. Libertad 288
372,Lucía Apaza Pérez,24367334,Cusco,San Jerónimo,64,F,46,Urbanización Sol 393
373,Lucía Flores Mamani,36955714,Cusco,San Sebastián,74,F,44,Urbanización Sol 226
374,José Ccopa Huamán,96096045,Cusco,Wanchaq,60,F,40,Calle Principal 861
375,Carmen Chávez Pérez,83283240,Quispicanchi,Oropesa,45,F,30,Urbanización Sol 213
376,Carmen Condori Pérez,85366674,Urubamba,Ollantaytambo,37,F,9,Urbanización Sol 597
377,Lucía Apaza Yupanqui,51733110,Urubamba,Ollantaytambo,63,M,50,Pasaje Inca 935
378,Luis Quispe Chávez,53170556,Paucartambo,Colquepata,76,F,14,Pasaje Inca 335
379,Carmen Pérez Mamani,52537280,La Convención,Santa Teresa,51,F,23,Jr. Los Héroes 251
380,Rosa Flores Apaza,77497273,Canchis,Checacupe,26,M,28,Av. Libertad 116
381,Pedro Pérez Pérez,18749380,Calca,Pisac,34,M,17,Calle Principal 893
382,Pedro Apaza Ccopa,96031357,Urubamba,Machu Picchu,53,M,49,Av. Libertad 319
383,Lucía Apaza Pérez,23511554,Cusco,Wanchaq,62,F,38,Pasaje Inca 982
384,María Apaza Yupanqui,77655703,Quispicanchi,Oropesa,40,M,7,Av. Libertad 879
385,Luis Ccopa Condori,31365235,Cusco,San Jerónimo,48,F,44,Pasaje Inca 155
386,Ana Condori Yupanqui,82397383,Canchis,Sicuani,77,F,22,Urbanización Sol 139
387,Juan Ccopa Chávez,11735564,Urubamba,Ollantaytambo,41,M,15,Urbanización Sol 75
388,María Mamani Pérez,94504166,Calca,Pisac,63,F,3,Av. Libertad 372
389,Carmen Yupanqui Flores,12315016,Quispicanchi,Andahuaylillas,65,M,21,Urbanización Sol 202
390,Miguel Flores Chávez,91728000,Urubamba,Urubamba,84,M,50,Pasaje Inca 766
391,Miguel Pérez Quispe,72802611,Urubamba,Ollantaytambo,57,M,2,Jr. Los Héroes 9
392,Juan Quispe Apaza,42298353,Urubamba,Urubamba,76,F,32,Calle Principal 926
393,Luis Ccopa Quispe,76972143,Cusco,San Jerónimo,43,M,34,Urbanización Sol 94
394,Pedro Yupanqui Ccopa,53044516,Urubamba,Urubamba,36,F,10,Urbanización Sol 936
395,Pedro Mamani Condori,44147000,Canchis,San Pablo,35,F,49,Av. Libertad 638
396,Lucía Apaza Condori,71285184,Urubamba,Ollantaytambo,77,M,20,Calle Principal 353
397,Luis Chávez Mamani,10577421,Canchis,Checacupe,63,F,10,Calle Principal 945
398,Carmen Huamán Condori,50375840,Urubamba,Urubamba,58,F,31,Jr. Los Héroes 974
399,Juan Huamán Condori,83165497,La Convención,Quillabamba,71,M,36,Calle Principal 851
400,José Mamani Ccopa,17617212,Cusco,Wanchaq,71,F,4,Av. Libertad 733
401,María Quispe Apaza,42586249,Canchis,San Pablo,60,F,23,Av. Libertad 485
402,Rosa Pérez Apaza,10737128,La Convención,Santa Teresa,63,M,43,Av. Libertad 430
403,Juan Condori Pérez,66194817,Quispicanchi,Andahuaylillas,57,F,11,Urbanización Sol 4
404,Lucía Condori Condori,87288994,Calca,Calca,28,F,36,Av. Libertad 608
405,Rosa Huamán Apaza,29504527,Cusco,Wanchaq,75,F,42,Av. Libertad 489
406,Carmen Condori Yupanqui,74707580,Urubamba,Ollantaytambo,79,F,23,Jr. Los Héroes 40
407,Pedro Pérez Flores,94673911,Quispicanchi,Andahuaylillas,31,F,25,Av. Libertad 859
408,Pedro Flores Huamán,98132028,Quispicanchi,Urcos,81,F,20,Calle Principal 996
409,Pedro Huamán Condori,31751509,Calca,Pisac,26,F,50,Av. Libertad 564
410,Rosa Huamán Huamán,40999549,Paucartambo,Paucartambo,76,M,30,Jr. Los Héroes 766
411,Ana Flores Quispe,38522489,Cusco,Wanchaq,34,M,35,Calle Principal 925
412,Pedro Apaza Quispe,19176931,Cusco,Wanchaq,37,M,21,Calle Principal 979
413,José Apaza Pérez,59010870,Cusco,Santiago,37,F,8,Urbanización Sol 800
414,Pedro Pérez Condori,37143600,Urubamba,Machu Picchu,45,F,28,Calle Principal 367
415,Pedro Chávez Yupanqui,24056755,Urubamba,Machu Picchu,25,F,48,Jr. Los Héroes 836
416,Lucía Ccopa Mamani,79416121,Cusco,Wanchaq,55,M,17,Pasaje Inca 938
417,Lucía Flores Apaza,37503656,Paucartambo,Paucartambo,74,F,18,Av. Libertad 172
418,Pedro Quispe Quispe,14621131,Cusco,San Jerónimo,67,F,24,Av. Libertad 445
419,Pedro Ccopa Yupanqui,90372129,Calca,Lamay,52,M,39,Jr. Los Héroes 789
420,Lucía Chávez Mamani,85091770,Canchis,Checacupe,45,F,23,Av. Libertad 520
421,Carmen Condori Huamán,93031530,Canchis,Sicuani,71,M,47,Av. Libertad 527
422,Pedro Mamani Condori,42850218,Quispicanchi,Oropesa,30,M,37,Pasaje Inca 274
423,María Yupanqui Ccopa,36949464,Canchis,San Pablo,36,M,36,Pasaje Inca 6
424,Juan Pérez Huamán,47269484,Quispicanchi,Urcos,83,M,49,Av. Libertad 47
425,Rosa Pérez Pérez,86535670,Canchis,Checacupe,52,F,31,Jr. Los Héroes 424
426,Carmen Yupanqui Huamán,65336599,Canchis,San Pablo,56,F,46,Jr. Los Héroes 103
427,José Quispe Chávez,77430260,Calca,Pisac,69,M,14,Jr. Los Héroes 830
428,Miguel Flores Apaza,82570307,Paucartambo,Paucartambo,73,F,6,Calle Principal 246
429,María Apaza Huamán,43735721,La Convención,Echarate,26,F,46,Pasaje Inca 346
430,Carmen Chávez Quispe,16796126,Quispicanchi,Urcos,26,M,41,Av. Libertad 502
431,Rosa Quispe Mamani,36569228,Calca,Calca,26,M,29,Pasaje Inca 394
432,Lucía Pérez Quispe,85559871,Urubamba,Urubamba,69,F,46,Calle Principal 354
433,Juan Chávez Pérez,39454207,Calca,Calca,58,F,21,Pasaje Inca 433
434,Rosa Ccopa Ccopa,58320650,Paucartambo,Colquepata,82,M,38,Pasaje Inca 548
435,Rosa Huamán Quispe,23149504,Paucartambo,Paucartambo,56,F,18,Pasaje Inca 414
436,Luis Mamani Flores,51500255,Urubamba,Urubamba,76,M,40,Pasaje Inca 818
437,Carmen Huamán Ccopa,92623724,Urubamba,Machu Picchu,37,M,9,Calle Principal 739
438,Rosa Huamán Huamán,35671940,Cusco,San Jerónimo,46,M,48,Av. Libertad 961
439,Lucía Chávez Huamán,81328509,La Convención,Echarate,33,M,3,Pasaje Inca 296
440,José Yupanqui Condori,97604464,Paucartambo,Paucartambo,55,F,26,Jr. Los Héroes 442
441,Ana Quispe Chávez,51763771,Cusco,San Sebastián,47,F,39,Calle Principal 455
442,Lucía Pérez Pérez,17135165,Urubamba,Ollantaytambo,65,M,26,Urbanización Sol 110
443,Luis Chávez Ccopa,12789849,La Convención,Santa Teresa,77,M,27,Av. Libertad 338
444,Juan Ccopa Ccopa,48045259,Cusco,San Sebastián,19,F,42,Urbanización Sol 264
445,Rosa Pérez Flores,28859609,Cusco,Santiago,25,F,17,Jr. Los Héroes 482
446,Miguel Flores Mamani,75569437,Paucartambo,Kosñipata,20,F,33,Urbanización Sol 364
447,Luis Condori Yupanqui,45800358,Cusco,San Sebastián,75,F,43,Pasaje Inca 223
448,Ana Quispe Yupanqui,86552658,Paucartambo,Paucartambo,20,F,13,Urbanización Sol 677
449,José Pérez Quispe,42980583,Cusco,Santiago,76,F,31,Urbanización Sol 482
450,Pedro Flores Quispe,48597107,Canchis,San Pablo,42,F,7,Pasaje Inca 375
451,Lucía Pérez Ccopa,75952008,La Convención,Echarate,52,M,2,Jr. Los Héroes 944
452,Luis Mamani Apaza,75156513,Paucartambo,Kosñipata,31,M,12,Calle Principal 752
453,Juan Quispe Mamani,42415574,La Convención,Quillabamba,33,M,43,Av. Libertad 753
454,Juan Huamán Chávez,85785764,Urubamba,Urubamba,72,M,36,Jr. Los Héroes 667
455,Lucía Chávez Pérez,74198937,Paucartambo,Paucartambo,71,M,18,Pasaje Inca 805
456,Ana Apaza Flores,81462735,Quispicanchi,Urcos,39,F,39,Pasaje Inca 971
457,Miguel Flores Apaza,34943287,Canchis,Sicuani,77,M,41,Urbanización Sol 291
458,Ana Yupanqui Mamani,35126017,Cusco,Santiago,25,F,16,Jr. Los Héroes 594
459,Rosa Mamani Yupanqui,99150612,Cusco,San Jerónimo,36,F,42,Calle Principal 597
460,Luis Mamani Chávez,75481541,Urubamba,Machu Picchu,37,F,45,Jr. Los Héroes 688
461,Ana Chávez Quispe,65321665,Calca,Lamay,48,M,8,Urbanización Sol 605
462,José Ccopa Flores,35312985,Canchis,San Pablo,19,F,46,Pasaje Inca 297
463,Carmen Condori Pérez,58465511,Quispicanchi,Urcos,75,F,33,Pasaje Inca 564
464,Rosa Ccopa Huamán,99412374,Paucartambo,Paucartambo,23,M,39,Av. Libertad 362
465,Miguel Chávez Condori,49251535,Cusco,San Jerónimo,36,M,30,Urbanización Sol 435
466,Ana Yupanqui Mamani,59249288,Canchis,Sicuani,48,F,43,Jr. Los Héroes 853
467,María Condori Apaza,76901357,Canchis,Checacupe,84,M,41,Urbanización Sol 709
468,Rosa Mamani Yupanqui,69495575,Quispicanchi,Oropesa,32,M,2,Urbanización Sol 203
469,Miguel Apaza Quispe,86116566,Cusco,Santiago,45,M,4,Av. Libertad 823
470,Pedro Ccopa Apaza,77322647,Urubamba,Machu Picchu,34,F,44,Av. Libertad 674
471,Rosa Mamani Flores,27202449,Paucartambo,Colquepata,32,M,12,Pasaje Inca 541
472,Pedro Condori Yupanqui,35612669,Urubamba,Urubamba,29,F,26,Pasaje Inca 692
473,Pedro Ccopa Yupanqui,48010218,Canchis,Sicuani,71,F,2,Av. Libertad 339
474,Carmen Ccopa Huamán,21032424,Canchis,San Pablo,58,F,29,Urbanización Sol 521
475,María Condori Chávez,20251561,Calca,Calca,27,M,28,Av. Libertad 217
476,Miguel Flores Ccopa,27167562,Quispicanchi,Andahuaylillas,84,M,39,Calle Principal 910
477,Ana Pérez Condori,50933437,Paucartambo,Kosñipata,66,M,3,Calle Principal 212
478,Lucía Flores Huamán,60555679,La Convención,Santa Teresa,28,M,19,Urbanización Sol 740
479,María Quispe Apaza,78529265,Cusco,Wanchaq,31,M,32,Pasaje Inca 516
480,Juan Ccopa Apaza,45285842,Paucartambo,Kosñipata,65,M,19,Calle Principal 963
481,Lucía Huamán Condori,14634435,Canchis,Sicuani,41,F,46,Pasaje Inca 242
482,Miguel Ccopa Apaza,57274351,Urubamba,Ollantaytambo,77,M,20,Urbanización Sol 495
483,Pedro Mamani Ccopa,93527229,Urubamba,Ollantaytambo,20,F,40,Calle Principal 531
484,Pedro Apaza Chávez,76803616,Urubamba,Ollantaytambo,58,F,8,Urbanización Sol 615
485,Juan Yupanqui Pérez,94527784,Calca,Lamay,48,M,9,Jr. Los Héroes 388
486,Juan Ccopa Ccopa,69025097,Quispicanchi,Oropesa,69,F,38,Jr. Los Héroes 172
487,Ana Apaza Chávez,46834095,La Convención,Santa Teresa,57,M,36,Pasaje Inca 677
488,Miguel Pérez Ccopa,42471302,Urubamba,Machu Picchu,50,M,42,Urbanización Sol 52
489,Pedro Apaza Chávez,37645352,La Convención,Quillabamba,41,M,17,Calle Principal 463
490,Carmen Yupanqui Flores,68305637,Paucartambo,Kosñipata,72,M,35,Urbanización Sol 140
491,Carmen Apaza Condori,45096359,La Convención,Echarate,81,F,26,Calle Principal 117
492,Luis Mamani Quispe,16604282,Quispicanchi,Oropesa,70,M,37,Av. Libertad 783
493,Ana Yupanqui Flores,22636044,Urubamba,Machu Picchu,46,F,24,Urbanización Sol 76
494,María Huamán Condori,94286111,La Convención,Echarate,66,M,42,Pasaje Inca 316
495,María Ccopa Huamán,82379048,La Convención,Quillabamba,84,F,41,Jr. Los Héroes 797
496,José Apaza Huamán,86729053,Quispicanchi,Urcos,84,F,20,Pasaje Inca 841
497,Luis Chávez Ccopa,55160555,Calca,Calca,62,M,40,Av. Libertad 541
498,Carmen Pérez Pérez,56336659,Quispicanchi,Oropesa,42,F,49,Pasaje Inca 606
499,Miguel Pérez Pérez,21702220,Urubamba,Ollantaytambo,79,M,32,Urbanización Sol 366
500,Rosa Pérez Quispe,71390177,Quispicanchi,Oropesa,27,M,41,Pasaje Inca 229
